#auto generated file!
180.0;42;0;18
186.0;46;0;14
192.0;47;0;13
198.0;48;0;12
204.0;44;0;16
210.0;46;0;14
216.0;48;0;12
222.0;46;0;14
228.0;49;0;11
234.0;41;0;19
240.0;44;0;16
246.0;40;0;20
252.0;44;0;16
258.0;40;0;20
264.0;41;0;19
270.0;50;0;10
276.0;39;0;21
282.0;42;0;18
288.0;47;0;13
294.0;43;0;17
300.0;41;0;19
306.0;48;0;12
312.0;43;0;17
318.0;39;0;21
324.0;43;0;17
330.0;49;0;11
336.0;50;0;10
342.0;47;0;13
348.0;40;0;20
354.0;45;0;15
360.0;45;0;15
366.0;49;0;11
372.0;46;0;14
378.0;50;0;10
384.0;44;0;16
390.0;44;0;16
396.0;44;0;16
402.0;42;0;18
408.0;49;0;11
414.0;47;0;13
420.0;41;0;19
426.0;44;0;16
432.0;43;0;17
438.0;49;0;11
444.0;52;0;8
450.0;45;0;15
456.0;41;0;19
462.0;44;0;16
468.0;40;0;20
474.0;49;0;11
480.0;52;0;8
486.0;43;0;17
492.0;43;0;17
498.0;51;0;9
504.0;50;0;10
510.0;46;0;14
516.0;44;0;16
522.0;47;0;13
528.0;50;0;10
534.0;45;0;15
540.0;44;0;16
546.0;45;0;15
552.0;48;0;12
558.0;48;0;12
564.0;49;0;11
570.0;40;0;20
576.0;46;0;14
582.0;43;0;17
588.0;46;0;14
594.0;46;0;14
#auto generated file!
180.0;42;0;18
186.0;45;0;15
192.0;44;0;16
198.0;46;0;14
204.0;44;0;16
210.0;50;0;10
216.0;44;0;16
222.0;39;0;21
228.0;45;0;15
234.0;41;0;19
240.0;46;0;14
246.0;46;0;14
252.0;43;0;17
258.0;45;0;15
264.0;47;0;13
270.0;42;0;18
276.0;41;0;19
282.0;42;0;18
288.0;44;0;16
294.0;45;0;15
300.0;43;0;17
306.0;47;0;13
312.0;41;0;19
318.0;41;0;19
324.0;47;0;13
330.0;43;0;17
336.0;43;0;17
342.0;46;0;14
348.0;48;0;12
354.0;45;0;15
360.0;42;0;18
366.0;42;0;18
372.0;42;0;18
378.0;51;0;9
384.0;39;0;21
390.0;43;0;17
396.0;41;0;19
402.0;45;0;15
408.0;45;0;15
414.0;52;0;8
420.0;49;0;11
426.0;47;0;13
432.0;43;0;17
438.0;42;0;18
444.0;47;0;13
450.0;46;0;14
456.0;42;0;18
462.0;41;0;19
468.0;40;0;20
474.0;41;0;19
480.0;46;0;14
486.0;40;0;20
492.0;49;0;11
498.0;42;0;18
504.0;45;0;15
510.0;47;0;13
516.0;44;0;16
522.0;48;0;12
528.0;37;0;23
534.0;42;0;18
540.0;46;0;14
546.0;53;0;7
552.0;43;0;17
558.0;41;0;19
564.0;44;0;16
570.0;45;0;15
576.0;47;0;13
582.0;42;0;18
588.0;44;0;16
594.0;47;0;13
#auto generated file!
180.0;42;0;18
186.0;46;0;14
192.0;49;0;11
198.0;44;0;16
204.0;47;0;13
210.0;39;0;21
216.0;44;0;16
222.0;46;0;14
228.0;48;0;12
234.0;45;0;15
240.0;44;0;16
246.0;45;0;15
252.0;40;0;20
258.0;46;0;14
264.0;40;0;20
270.0;38;0;22
276.0;39;0;21
282.0;45;0;15
288.0;39;0;21
294.0;48;0;12
300.0;41;0;19
306.0;52;0;8
312.0;47;0;13
318.0;41;0;19
324.0;51;0;9
330.0;41;0;19
336.0;41;0;19
342.0;45;0;15
348.0;50;0;10
354.0;44;0;16
360.0;44;0;16
366.0;37;0;23
372.0;38;0;22
378.0;44;0;16
384.0;51;0;9
390.0;42;0;18
396.0;49;0;11
402.0;42;0;18
408.0;43;0;17
414.0;45;0;15
420.0;47;0;13
426.0;45;0;15
432.0;41;0;19
438.0;45;0;15
444.0;46;0;14
450.0;44;0;16
456.0;49;0;11
462.0;43;0;17
468.0;44;0;16
474.0;44;0;16
480.0;41;0;19
486.0;40;0;20
492.0;42;0;18
498.0;47;0;13
504.0;45;0;15
510.0;46;0;14
516.0;49;0;11
522.0;48;0;12
528.0;48;0;12
534.0;44;0;16
540.0;42;0;18
546.0;40;0;20
552.0;45;0;15
558.0;50;0;10
564.0;49;0;11
570.0;47;0;13
576.0;41;0;19
582.0;48;0;12
588.0;45;0;15
594.0;49;0;11
#auto generated file!
180.0;46;0;14
186.0;41;0;19
192.0;42;0;18
198.0;43;0;17
204.0;40;0;20
210.0;44;0;16
216.0;47;0;13
222.0;49;0;11
228.0;45;0;15
234.0;48;0;12
240.0;47;0;13
246.0;44;0;16
252.0;43;0;17
258.0;43;0;17
264.0;44;0;16
270.0;44;0;16
276.0;44;0;16
282.0;45;0;15
288.0;49;0;11
294.0;46;0;14
300.0;44;0;16
306.0;48;0;12
312.0;45;0;15
318.0;46;0;14
324.0;46;0;14
330.0;47;0;13
336.0;49;0;11
342.0;47;0;13
348.0;42;0;18
354.0;46;0;14
360.0;48;0;12
366.0;44;0;16
372.0;47;0;13
378.0;49;0;11
384.0;42;0;18
390.0;51;0;9
396.0;43;0;17
402.0;46;0;14
408.0;47;0;13
414.0;46;0;14
420.0;51;0;9
426.0;46;0;14
432.0;44;0;16
438.0;40;0;20
444.0;43;0;17
450.0;48;0;12
456.0;44;0;16
462.0;45;0;15
468.0;45;0;15
474.0;42;0;18
480.0;48;0;12
486.0;47;0;13
492.0;43;0;17
498.0;42;0;18
504.0;45;0;15
510.0;46;0;14
516.0;48;0;12
522.0;43;0;17
528.0;50;0;10
534.0;50;0;10
540.0;40;0;20
546.0;44;0;16
552.0;46;0;14
558.0;44;0;16
564.0;46;0;14
570.0;46;0;14
576.0;44;0;16
582.0;45;0;15
588.0;44;0;16
594.0;44;0;16
#auto generated file!
180.0;46;0;14
186.0;42;0;18
192.0;41;0;19
198.0;47;0;13
204.0;40;0;20
210.0;42;0;18
216.0;46;0;14
222.0;52;0;8
228.0;44;0;16
234.0;43;0;17
240.0;41;0;19
246.0;46;0;14
252.0;43;0;17
258.0;45;0;15
264.0;50;0;10
270.0;40;0;20
276.0;43;0;17
