#auto generated file!
6.0;0.0
12.0;1.0
18.0;0.0
24.0;4.5
30.0;4.0
36.0;4.5
42.0;6.0
48.0;10.25
54.0;7.5
60.0;11.0
66.0;6.0
72.0;5.0
78.0;8.0
84.0;11.0
90.0;13.5
96.0;7.5
102.0;7.5
108.0;6.5
114.0;5.25
120.0;4.0
126.0;8.5
132.0;11.0
138.0;5.0
144.0;5.0
150.0;9.0
156.0;11.0
162.0;14.5
168.0;15.5
174.0;14.5
180.0;3.75
186.0;8.5
192.0;11.0
198.0;9.5
204.0;8.0
210.0;11.5
216.0;4.0
222.0;5.0
228.0;4.0
234.0;11.0
240.0;8.0
246.0;4.0
252.0;5.0
258.0;6.0
264.0;4.25
270.0;6.0
276.0;5.0
282.0;6.5
288.0;10.5
294.0;12.25
300.0;11.5
306.0;9.0
312.0;9.5
318.0;5.75
324.0;10.5
330.0;7.75
336.0;4.5
342.0;10.0
348.0;8.5
354.0;11.5
360.0;8.0
366.0;12.5
372.0;9.5
378.0;3.0
384.0;3.0
390.0;7.5
396.0;7.0
402.0;6.0
408.0;5.5
414.0;4.0
420.0;13.0
426.0;6.5
432.0;15.0
438.0;8.5
444.0;12.5
450.0;5.5
456.0;12.5
462.0;10.0
468.0;6.0
474.0;8.0
480.0;3.25
486.0;3.0
492.0;8.0
498.0;8.0
504.0;8.0
510.0;17.5
516.0;9.5
522.0;4.0
528.0;8.0
534.0;7.0
540.0;11.0
546.0;10.0
552.0;9.5
558.0;7.5
564.0;8.0
570.0;5.0
576.0;10.0
582.0;7.5
588.0;13.0
594.0;4.5
600.0;7.5
606.0;7.0
612.0;8.0
618.0;7.75
624.0;9.5
630.0;8.0
636.0;6.5
642.0;3.0
648.0;8.25
654.0;6.0
660.0;9.0
666.0;7.5
672.0;3.5
678.0;10.0
684.0;7.0
690.0;9.5
696.0;4.5
702.0;5.0
708.0;8.5
714.0;9.0
720.0;9.5
726.0;13.0
732.0;11.5
738.0;4.25
744.0;7.0
750.0;11.0
756.0;7.5
762.0;4.0
768.0;8.25
774.0;4.0
780.0;10.25
786.0;9.5
792.0;10.5
798.0;10.25
804.0;8.5
810.0;16.0
816.0;7.5
822.0;4.0
828.0;9.5
834.0;7.5
840.0;8.5
846.0;9.0
852.0;9.0
858.0;7.75
864.0;5.0
870.0;5.5
876.0;8.0
882.0;6.0
888.0;7.0
894.0;6.0
900.0;6.5
906.0;3.0
912.0;5.5
918.0;0.5
924.0;6.5
930.0;8.0
936.0;4.25
942.0;9.5
948.0;5.5
954.0;13.0
960.0;3.0
966.0;8.0
972.0;10.0
978.0;7.0
984.0;6.5
990.0;3.5
996.0;4.5
1002.0;3.5
1008.0;11.5
1014.0;3.0
1020.0;6.25
1026.0;6.0
1032.0;6.5
1038.0;8.5
1044.0;7.0
1050.0;7.0
1056.0;9.0
1062.0;5.0
1068.0;8.5
1074.0;4.0
1080.0;13.75
1086.0;10.0
1092.0;6.75
1098.0;9.5
1104.0;4.0
1110.0;5.0
1116.0;8.0
1122.0;8.75
1128.0;9.5
1134.0;4.25
1140.0;2.0
1146.0;6.5
1152.0;10.25
1158.0;7.0
1164.0;10.5
1170.0;8.5
1176.0;10.0
1182.0;8.5
1188.0;10.0
1194.0;10.0
1200.0;4.5
1206.0;3.0
1212.0;5.75
1218.0;8.5
1224.0;6.5
1230.0;9.75
1236.0;10.75
1242.0;5.0
1248.0;7.0
1254.0;6.0
1260.0;6.25
1266.0;6.0
1272.0;7.5
1278.0;7.0
1284.0;5.0
1290.0;1.5
1296.0;10.5
1302.0;11.0
1308.0;7.5
1314.0;8.0
1320.0;6.0
1326.0;4.5
1332.0;9.25
1338.0;10.0
1344.0;7.0
1350.0;6.25
1356.0;6.25
1362.0;9.75
1368.0;3.5
1374.0;10.5
1380.0;8.0
1386.0;5.0
1392.0;7.0
1398.0;7.5
1404.0;7.5
1410.0;5.5
1416.0;5.5
1422.0;5.5
1428.0;5.5
1434.0;8.0
1440.0;9.0
1446.0;5.5
1452.0;8.5
1458.0;8.25
1464.0;7.0
1470.0;10.0
1476.0;5.0
1482.0;4.25
1488.0;5.75
1494.0;5.5
1500.0;6.25
1506.0;9.5
1512.0;8.0
1518.0;7.0
1524.0;9.5
1530.0;7.5
1536.0;8.5
1542.0;12.25
1548.0;10.0
1554.0;10.0
1560.0;4.0
1566.0;8.5
1572.0;7.0
1578.0;9.75
1584.0;9.0
1590.0;9.5
1596.0;3.5
1602.0;4.5
1608.0;7.0
1614.0;10.5
1620.0;8.0
1626.0;12.5
1632.0;5.75
1638.0;11.0
1644.0;8.0
1650.0;4.5
1656.0;10.0
1662.0;6.5
1668.0;5.0
1674.0;7.0
1680.0;12.5
1686.0;15.5
1692.0;9.5
1698.0;4.5
1704.0;9.5
1710.0;12.0
1716.0;4.5
1722.0;12.0
1728.0;4.5
1734.0;11.5
1740.0;13.0
1746.0;7.5
1752.0;7.0
1758.0;2.25
1764.0;11.0
1770.0;9.5
1776.0;1.0
1782.0;3.75
1788.0;9.5
1794.0;6.25
