#auto generated file!
6.0;0.0
12.0;0.0
18.0;3.5
24.0;10.0
30.0;18.5
36.0;18.5
42.0;13.0
48.0;14.25
54.0;15.5
60.0;24.5
66.0;28.0
72.0;22.5
78.0;24.5
84.0;23.5
90.0;22.5
96.0;24.0
102.0;22.5
108.0;18.5
114.0;12.0
120.0;11.5
126.0;12.5
132.0;11.0
138.0;17.0
144.0;25.0
150.0;30.0
156.0;38.5
162.0;28.5
168.0;31.5
174.0;26.5
180.0;36.5
186.0;33.5
192.0;22.0
198.0;18.5
204.0;17.5
210.0;13.5
216.0;19.75
222.0;24.5
228.0;25.5
234.0;26.5
240.0;25.5
246.0;26.5
252.0;22.0
258.0;11.0
264.0;19.0
270.0;16.25
276.0;16.5
282.0;19.0
288.0;29.0
294.0;25.0
300.0;21.75
306.0;27.0
312.0;26.5
318.0;29.0
324.0;18.0
330.0;19.5
336.0;22.0
342.0;27.0
348.0;25.0
354.0;25.5
360.0;30.0
366.0;30.5
372.0;30.5
378.0;24.0
384.0;21.0
390.0;17.0
396.0;15.0
402.0;25.5
408.0;28.0
414.0;27.5
420.0;20.5
426.0;23.5
432.0;18.0
438.0;30.5
444.0;35.5
450.0;28.0
456.0;27.0
462.0;28.0
468.0;25.5
474.0;24.5
480.0;26.5
486.0;23.75
492.0;19.5
498.0;27.5
504.0;27.5
510.0;20.5
516.0;20.75
522.0;23.5
528.0;27.0
534.0;24.5
540.0;25.5
546.0;28.0
552.0;18.0
558.0;12.5
564.0;20.5
570.0;23.5
576.0;16.5
582.0;27.5
588.0;15.0
594.0;26.5
#auto generated file!
6.0;0.0
12.0;0.5
18.0;6.5
24.0;10.5
30.0;17.0
36.0;20.5
42.0;22.0
48.0;22.25
54.0;32.0
60.0;30.5
66.0;30.0
72.0;28.5
78.0;28.25
84.0;32.0
90.0;35.0
96.0;30.5
102.0;30.0
108.0;23.25
114.0;28.0
120.0;24.0
126.0;26.0
132.0;16.5
138.0;18.0
144.0;26.0
150.0;29.0
156.0;27.0
162.0;24.5
168.0;35.0
174.0;30.75
180.0;24.0
186.0;26.0
192.0;28.5
